(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(43 71 18 0) , 3437688,00

(37 71 15 0) , 3219835,75

(36 66 18 0) , 3146665,50

(27 71 18 0) , 3090521,75

(43 56 18 0) , 3022709,75

(43 56 18 0) , 3022709,75

(22 71 18 0) , 2983591,25

(43 71 2 0) , 2976490,00

(22 70 18 0) , 2956388,75

(22 70 18 0) , 2956388,75

(26 51 18 16) , 2903314,75

(43 49 18 0) , 2832860,50

(43 49 18 0) , 2832860,50

(38 52 18 0) , 2808286,25

(22 64 18 0) , 2794264,25

(22 64 18 0) , 2794264,25

(43 42 18 6) , 2784924,00

(27 56 18 0) , 2684933,50

(37 49 15 0) , 2623696,75

(18 63 15 0) , 2600666,50

(37 40 15 9) , 2592616,00

(43 40 18 0) , 2592616,00

(27 40 21 9) , 2551297,75

(22 66 7 0) , 2542135,25

(27 49 18 0) , 2499850,00

(43 19 34 0) , 2479333,75

(43 19 34 0) , 2479333,75

(18 56 2 18) , 2471365,25

(27 40 18 9) , 2469089,50

(37 40 10 9) , 2455444,50

(26 40 18 9) , 2448628,25

(22 49 18 0) , 2397636,25

(22 49 18 0) , 2397636,25

(0 64 18 1) , 2362644,25

(37 40 10 0) , 2252773,00

(42 27 18 0) , 2233831,75

(26 40 10 0) , 339070,59

(4 42 18 0) , 310655,28

(43 5 18 1) , 287901,84

(22 18 18 0) , 270732,56

(43 49 18 6) , 92624,00

(22 70 2 3) , 92570,00

(26 35 18 24) , 92377,00

(62 25 15 0) , 92291,00

(6 78 5 0) , 92166,00

(19 18 18 36) , 92135,00

(34 27 11 29) , 92129,00

(22 25 51 0) , 92117,00

(43 62 18 13) , 91761,00

(37 1 51 9) , 91606,00

(43 70 18 9) , 91569,00

(43 71 18 9) , 91478,00

(63 7 18 6) , 91423,00

(0 27 42 37) , 91421,00

(22 42 2 48) , 90834,00

(46 49 40 0) , 90826,00

(27 40 46 9) , 90819,00

(62 70 18 0) , 90544,00

(43 71 30 0) , 90501,00

(15 70 18 28) , 90275,00

(37 70 21 17) , 90237,00

(0 71 18 36) , 89695,00

(43 40 3 39) , 89314,00

(65 1 53 0) , 89047,00

(22 59 9 46) , 89031,00

(72 70 18 0) , 88474,00

(50 26 47 19) , 87863,00

(58 51 45 0) , 87845,00

(49 6 38 30) , 87709,00

(43 19 34 36) , 87685,00

(42 71 47 0) , 87020,00

(43 14 17 51) , 86542,00

(37 71 51 0) , 86463,00

(65 67 2 22) , 86399,00

(27 62 47 21) , 86171,00

(42 62 47 13) , 86122,00

(38 42 66 6) , 85708,00

(18 42 45 48) , 85334,00

(43 49 66 1) , 85133,00

(67 62 18 26) , 83983,00

(6 70 45 36) , 83948,00

(38 51 18 62) , 82014,00

(49 58 18 53) , 81122,00

(38 18 43 65) , 80793,00

(43 71 45 29) , 80363,00

(54 52 44 39) , 79268,00

(43 71 18 58) , 78971,00

(64 64 40 52) , 71394,00

(51 71 50 64) , 66150,00

----------------------------- 
