(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(40 69 19 2) , 3393890,75

(42 69 19 0) , 3389031,00

(35 69 19 2) , 3284890,75

(40 69 14 2) , 3248716,75

(40 69 9 2) , 3104836,75

(40 69 9 2) , 3104836,75

(40 69 9 2) , 3104836,75

(40 69 9 2) , 3104836,75

(40 69 9 2) , 3104836,75

(40 69 9 2) , 3104836,75

(40 69 9 2) , 3104836,75

(40 69 9 2) , 3104836,75

(41 51 19 2) , 2919805,50

(40 51 19 2) , 2898606,50

(40 51 19 2) , 2898606,50

(41 51 19 1) , 2896253,50

(16 69 19 0) , 2830518,25

(13 69 19 1) , 2790760,75

(41 15 36 1) , 2411211,25

(42 31 19 2) , 2408947,75

(40 24 19 2) , 2188296,50

(40 31 3 2) , 324071,22

(41 15 14 2) , 308698,94

(40 8 19 1) , 294736,53

(16 24 16 2) , 274525,09

(47 15 32 2) , 92578,00

(13 69 19 8) , 92380,00

(30 8 31 20) , 92246,00

(40 31 46 1) , 91458,00

(29 42 26 26) , 91405,00

(40 83 16 1) , 91170,00

(40 69 14 17) , 91001,00

(35 17 58 2) , 90879,00

(40 31 46 8) , 90848,00

(30 24 31 29) , 90812,00

(40 69 30 2) , 90694,00

(40 17 58 2) , 90604,00

(16 24 63 2) , 90550,00

(40 42 9 33) , 90469,00

(6 51 53 2) , 89791,00

(23 40 14 48) , 89737,00

(40 69 36 2) , 89446,00

(40 69 36 2) , 89446,00

(42 69 36 1) , 89442,00

(25 3 19 53) , 89296,00

(35 17 19 45) , 88980,00

(29 53 51 1) , 88957,00

(16 39 63 2) , 88750,00

(40 46 54 2) , 88462,00

(72 69 19 1) , 88217,00

(40 69 19 28) , 87936,00

(40 51 46 14) , 87774,00

(38 69 4 38) , 87600,00

(35 69 36 17) , 87415,00

(40 45 14 45) , 87027,00

(62 60 19 20) , 86628,00

(40 77 49 2) , 85288,00

(40 69 9 44) , 85148,00

(50 45 14 45) , 84957,00

(61 39 34 29) , 84618,00

(38 33 14 62) , 84480,00

(40 5 19 66) , 84013,00

(40 69 65 2) , 83176,00

(35 54 14 62) , 82819,00

(40 54 6 62) , 82608,00

(42 77 63 1) , 82184,00

(53 15 19 61) , 81936,00

(42 69 19 50) , 81516,00

(40 69 9 58) , 81326,00

(10 60 63 43) , 79440,00

(40 69 61 22) , 79433,00

(40 70 36 44) , 79272,00

(38 72 54 30) , 78742,00

(72 69 60 6) , 77419,00

(40 54 44 62) , 74520,00

(45 84 33 50) , 74296,00

(42 69 63 39) , 73116,00

(38 33 68 65) , 71459,00

(40 69 49 58) , 71332,00

(40 60 65 51) , 70913,00

(35 83 63 45) , 69881,00

(40 77 49 58) , 69692,00

(70 72 61 32) , 68955,00

(40 54 61 65) , 68691,00

----------------------------- 
