(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 16 0) , 3423076,50

(45 71 15 0) , 3393890,75

(45 71 15 0) , 3393890,75

(45 64 16 0) , 3228254,50

(45 63 16 0) , 3200610,50

(45 64 15 0) , 3199410,00

(45 71 8 0) , 3191007,00

(45 56 16 2) , 3055982,50

(28 71 16 0) , 3054793,00

(28 71 15 0) , 3026271,00

(45 71 2 0) , 3019149,25

(45 71 2 0) , 3019149,25

(26 71 16 0) , 3012030,50

(25 71 16 0) , 2990695,75

(40 43 27 0) , 2860999,25

(45 48 16 0) , 2791928,50

(45 48 16 0) , 2791928,50

(45 48 16 0) , 2791928,50

(40 48 15 4) , 2752285,25

(12 71 15 0) , 2688408,50

(23 33 37 5) , 2632921,00

(11 71 13 0) , 2612176,25

(45 40 16 0) , 2578827,50

(41 40 16 0) , 2496428,00

(45 21 18 0) , 2140766,75

(45 22 16 0) , 2113241,25

(55 1 22 0) , 1940114,13

(10 48 16 0) , 346354,50

(13 40 16 1) , 326410,09

(10 40 16 0) , 313149,41

(10 40 14 0) , 304617,94

(17 8 56 0) , 92530,00

(6 71 15 4) , 92448,00

(47 71 16 3) , 92186,00

(10 21 16 43) , 92117,00

(6 22 55 15) , 91496,00

(42 53 3 27) , 91303,00

(68 11 31 0) , 90178,00

(73 24 16 0) , 90115,00

(26 71 16 30) , 89461,00

(45 26 16 33) , 89338,00

(26 79 33 0) , 89322,00

(45 71 36 0) , 89143,00

(45 71 40 0) , 88311,00

(45 11 16 43) , 87908,00

(45 71 43 0) , 87687,00

(42 53 55 0) , 87516,00

(29 63 25 38) , 87107,00

(45 22 27 43) , 86456,00

(49 1 14 51) , 86056,00

(40 48 55 15) , 85776,00

(45 71 55 0) , 85081,00

(45 71 57 0) , 84597,00

(30 63 16 53) , 84591,00

(45 24 16 61) , 83861,00

(61 71 21 24) , 83810,00

(25 63 16 60) , 83715,00

(45 71 16 43) , 82968,00

(32 40 33 60) , 82745,00

(45 63 16 51) , 82032,00

(45 71 16 47) , 81876,00

(44 54 16 59) , 81459,00

(45 63 3 60) , 81405,00

(50 60 7 60) , 80304,00

(5 55 61 51) , 79409,00

(45 63 16 64) , 78285,00

(50 48 59 42) , 75745,00

(45 71 30 61) , 74208,00

(45 79 21 71) , 71853,00

(73 2 68 61) , 69423,00

(32 71 57 71) , 66210,00

----------------------------- 
